sample_id,concentration_Bq_m3,net_signal_counts,total_signal_counts,threshold_counts,detected,time_to_detection_s,localization_error_m,run_name
238,0.00020912231388357165,226.3431988134184,7361.4566388313,7389.663440017882,False,,42.863667145425126,quick_check
239,0.00018050597122338808,167.9340040413422,7167.521776302064,7254.137772260721,False,,75.6728778596603,quick_check
240,0.00017922599257596576,190.17644616345774,7077.191495825104,7141.565049661646,False,,56.06395502770183,quick_check
241,0.0007566491325479067,784.705888687949,7715.999219745259,7185.843331057311,True,314.57939504798776,55.61522776759091,quick_check
242,0.0013003951521796924,1302.5297388239603,8495.418445248051,7447.438706424091,True,691.425599352667,36.701910229976804,quick_check
243,0.00028512863029842033,258.15280679799014,7531.728375626493,7528.125568828504,True,310.5457387792582,69.77095089088347,quick_check
244,0.00034303363614159114,315.0545320589756,7585.896814775788,7525.392282716813,True,424.99843406150654,20.661430284665382,quick_check
245,0.000599311025588574,583.8776387633374,8027.366361616474,7698.038722853137,True,307.8932071920932,43.758053468816655,quick_check
246,0.00014105592934250235,143.16124028315815,7813.124393544454,7924.513153261296,False,,50.83029453853468,quick_check
247,0.00017089961649444874,153.00534012161023,7409.771443539836,7511.316103418226,False,,25.560524224799494,quick_check
248,0.0010014140858772675,971.5552356468444,8187.380783344306,7470.375547697462,True,310.7317232523839,46.570694595172384,quick_check
249,0.0005638596483631892,532.3816379799564,7604.202765872578,7326.371127892622,True,308.1615912545556,73.45218707751837,quick_check
250,0.0002642725755043468,299.8830163449676,7432.071360480555,7386.738344135588,True,445.0112276188059,30.57614733976316,quick_check
251,6.870327999047457e-05,74.93819412868224,7471.935719050153,7651.547524921471,False,,67.2220109905102,quick_check
252,0.00041334103550259995,487.9216634761542,7785.665457761291,7552.293794285137,True,279.59261634816437,56.229179180804095,quick_check
253,0.00038695736183668247,437.67716185844586,7713.038436016305,7529.911274157859,True,287.28585818139703,28.766986156019303,quick_check
254,0.00035349201751069256,391.7413370236301,7737.710544560768,7600.519207537138,True,390.1522852250007,74.77414350418752,quick_check
255,0.001046135578817474,1099.6645528220688,8288.124913130312,7443.010360308244,True,334.4686220745575,29.450313685398395,quick_check
256,0.00017707120110278002,185.62811023751678,7381.586916534419,7450.508806296903,False,,35.39742552019981,quick_check
257,0.0003252223040975923,317.4360662092612,7551.795857634606,7488.909791425345,True,255.10959936722722,29.449755244397057,quick_check
258,0.00017204932123808934,192.6667001184429,7528.293246779736,7590.176546661293,False,,102.28483635397407,quick_check
259,0.0009747248723933673,776.7515907645076,8160.260581953429,7638.058991188922,True,381.73973617373053,43.2004633487125,quick_check
260,0.0001405043713568244,130.42812214557955,7083.404993682303,7207.526871536724,False,,49.80125673812496,quick_check
