run_name,sample_id,localization_error_m
final,343,49.81286268601009
final,344,111.56319481496219
final,345,65.90903505062693
final,346,39.236679975049064
final,347,15.338760872309452
final,348,53.48357696592802
final,349,13.566723314579992
final,350,39.77605056953158
final,351,102.06209064928123
final,352,68.99310521950386
final,353,137.65961492841484
final,354,16.62882834275571
final,355,83.48598625326962
final,356,61.24083735160464
final,357,26.89234038411069
final,358,88.8879883689523
final,359,50.3573590563977
final,360,35.08642341749958
final,361,46.85642620819887
final,362,58.54049755262138
final,363,84.36472675400677
final,364,23.24240592693636
final,365,112.16673779110457
final,366,55.85361240901209
final,367,52.59276178227217
final,368,35.94906036649442
final,369,23.04364188450818
final,370,43.89324238321743
final,371,19.63184204517599
final,372,26.389669048762542
final,373,15.743084668202584
final,374,7.077668479696823
final,375,34.74234064433606
final,376,83.18544246714417
final,377,19.185244314508843
final,378,76.81986814587779
final,379,57.2879534299514
final,380,45.3356837147289
final,381,66.33282920586443
final,382,8.917091073537893
final,383,8.859835260983568
final,384,51.78469031591328
final,385,79.68866171455306
final,386,90.1944533512769
final,387,33.771845657142535
final,388,65.86960389990202
final,389,45.74396655843265
final,390,54.405894861973294
final,391,24.00928392231646
final,392,72.42649834516072
final,393,56.343326876588584
final,394,47.45894188577514
final,395,85.01094501888173
final,396,24.352759501736934
final,397,10.041674262930462
final,398,56.07311760432364
final,399,5.67828363965916
final,400,79.22030701214392
final,401,113.53938593086669
final,402,42.9081349806628
final,403,32.179224840146105
final,404,22.78332259450066
final,405,40.75387676513914
final,406,65.27240488428923
final,407,79.58275355467617
final,408,19.32647839933959
final,409,104.47079343219458
